,Opponent,Color,Accuracy,AvgLoss,Blunders,Mistakes,Inaccuracies,TotalMoves,Normalized AvgLoss
0,tobisenpaii,Black,78.9,85.4,2,8,5,37,9.241212041718338
1,LeobelLuis,White,84.0,86.5,3,4,4,28,9.300537618869138
2,mpetrashev,White,84.8,69.1,2,8,11,55,8.312640976248161
3,Jesuino,Black,81.9,109.2,10,7,12,55,10.449880382090505
4,ShadowoftheKing29,Black,86.4,71.9,3,1,5,23,8.47938677028003
5,Caslav63,White,76.5,142.8,5,4,4,36,11.949895397031725
6,Kay26,Black,95.0,28.2,1,0,1,13,5.310367218940701
7,uthpalawe,White,69.9,141.5,2,2,5,13,11.895377253370318
8,FRG1974,White,77.8,89.2,3,8,5,34,9.444575162494075
9,FRG1974,Black,88.7,37.6,1,0,4,21,6.131883886702357
10,FRG1974,White,87.5,74.2,2,5,5,46,8.613942186943213
11,E_Lane_22,White,75.8,105.9,3,6,12,35,10.290772565750348
12,Natigol9,White,78.0,93.6,4,5,5,33,9.674709297958259
13,king_slayer101,White,85.8,47.4,1,2,5,25,6.884765791223402
14,Atheist1983,Black,91.5,31.3,1,0,4,23,5.594640292279746
15,krikant,White,76.1,121.8,4,12,8,45,11.036303729057115
16,krikant,Black,89.9,54.4,6,3,6,65,7.37563556583431
17,SuperFork,White,80.0,123.2,4,2,4,28,11.099549540409287
18,tdfq,Black,86.1,63.3,2,1,0,20,7.956129712366434
19,behnam20,Black,81.1,103.3,3,5,8,36,10.16366075781753
20,Domjur,Black,80.4,101.2,4,0,4,17,10.059821071967434
21,SalemAlharbi,White,70.0,155.2,4,10,7,32,12.457929201917949
22,Avar11ce,White,78.3,82.2,1,4,4,23,9.06642156531451
23,RonaldCrisanto,Black,84.6,82.0,1,10,9,31,9.055385138137417
24,Etternauta,White,80.8,122.9,3,4,5,32,11.086027241532468
25,ousou,Black,84.7,64.7,2,6,4,30,8.043631020876083
26,comocaig,White,89.0,31.9,0,1,4,18,5.648008498577175
27,prakhar26,Black,87.9,37.9,1,2,3,26,6.156297588648554
28,Schachschlumpf1990,White,81.3,114.1,2,5,8,34,10.681760154581266
29,Umeshkhengae,Black,84.5,91.8,2,7,2,28,9.581231653602787
30,Elisardo_G,White,81.0,86.5,1,3,1,13,9.300537618869138
31,Spachtelmasse,Black,83.7,62.0,2,4,2,22,7.874007874011811
32,UgolnikovTAIS1w,White,82.9,87.4,2,3,2,17,9.348796714016196
33,Masal_10,Black,80.1,84.1,4,3,2,24,9.1706052144883
34,HasTab1950,White,76.5,111.3,2,4,2,23,10.549881515922348
35,hafn,White,81.9,54.6,0,1,2,7,7.389181280764467
36,slesar2000,Black,84.4,106.9,7,3,7,51,10.339245620450265
37,Fredrixe1,White,87.8,49.7,0,7,7,44,7.049822692805827
38,ahmadkvr,Black,77.2,103.3,3,5,1,27,10.16366075781753
39,mergen75,White,81.5,114.4,3,8,4,39,10.69579356569675
40,chessooli,Black,78.7,97.8,3,0,2,16,9.889388252060893
41,jumabek1965,White,85.1,84.4,1,15,7,45,9.186947262284681
42,rizwanch,Black,88.8,26.1,0,0,6,23,5.10881590977792
43,Pandoradevr,White,80.9,106.5,3,13,6,47,10.319883720275147
44,SCFYao,Black,87.1,64.4,6,8,7,67,8.024961059095553
45,braybra,White,85.1,76.0,3,4,4,34,8.717797887081348
46,Pat0426,Black,75.9,76.9,2,8,9,30,8.769264507357502
47,Pat0426,White,88.0,39.9,0,2,5,19,6.316644678941502
48,rajuchevez,Black,87.7,80.6,5,4,5,47,8.977750274985375
49,fahmi_CMC,White,76.0,125.3,6,16,8,55,11.193748255164577
50,Danidaniel0998,Black,80.3,70.5,3,4,11,33,8.396427811873332
51,Erol_John_Bolivar,White,96.2,39.3,0,6,6,38,6.268971207462991
52,bouazza32,Black,82.4,90.6,5,4,7,36,9.518403227432634
53,CyBerTOOth131,White,83.2,91.9,4,9,9,50,9.586448768965493
54,tanker1988,Black,89.3,46.5,4,5,11,70,6.819090848492928
55,tanker1988,White,87.2,36.7,0,2,1,14,6.058052492344384
56,tanker1988,Black,79.3,142.9,10,8,7,44,11.954078801814886
57,tanker1988,White,87.0,67.8,1,11,7,40,8.23407554009556
58,yigitsuzen,Black,84.8,69.4,4,1,2,28,8.330666239863412
59,Asaad010,White,77.6,135.9,5,5,3,29,11.65761553663527
60,laibnoureddine,Black,71.4,163.2,12,2,5,35,12.77497553813705
61,patacee,Black,74.9,133.5,6,7,5,37,11.554220008291344
62,BGS64,Black,81.1,71.6,2,5,7,28,8.461678320522472
63,Amberdust,White,79.8,87.5,2,6,4,33,9.354143466934854
64,Sharma74,White,83.3,77.7,2,6,7,38,8.814760348415605
65,Badri_strong01,Black,89.0,107.2,5,6,0,25,10.353743284435827
66,NIceGm1,White,81.0,139.7,2,2,1,18,11.819475453673906
67,contern,White,94.2,31.5,0,4,2,37,5.612486080160912
68,Topadora33,Black,80.1,102.1,5,3,9,39,10.104454463255301
69,Topadora33,White,91.5,32.7,0,2,4,23,5.718391382198319
70,Walid_Aiach28,Black,92.6,45.9,1,2,4,31,6.774953874381729
71,Serggg23,Black,91.2,46.6,1,3,7,31,6.826419266350405
72,Jhon90,White,88.3,73.9,1,5,5,30,8.596510920134982
73,orraz,Black,84.1,53.5,0,3,4,18,7.314369419163897
74,GestaMarkLester,Black,88.9,42.3,2,1,4,32,6.5038450166036395
75,Thesikan,White,83.4,52.4,0,2,6,20,7.238784428341543
76,Miles_Maccall,Black,80.7,85.9,3,1,4,25,9.268225288586807
77,Lewyk13,White,87.7,34.9,0,2,5,23,5.9076221950967716
78,CinderWasps,White,95.8,9.8,0,0,2,19,3.1304951684997055
79,sonemonu,Black,80.5,71.9,3,8,11,49,8.47938677028003
80,poortony,White,72.1,185.0,3,2,4,18,13.601470508735444
81,PotatoGuardian,Black,81.4,95.1,5,5,3,39,9.751922887307918
82,Rahmanov96,White,75.4,103.3,3,7,2,25,10.16366075781753
83,kaka_singa,Black,87.9,38.4,0,3,2,20,6.196773353931867
84,Kerlinger,Black,79.6,79.9,4,11,10,47,8.938679992034618
85,MansTheBear,White,87.0,65.7,1,7,7,38,8.105553651663778
86,brown1Sebo,White,79.6,79.5,1,5,4,21,8.916277250063503
87,tigerpanter,Black,85.1,89.1,4,1,6,23,9.439279633531363
88,zapaltzen,Black,95.6,20.7,0,0,4,26,4.54972526643093
89,Maestro_20,White,77.6,93.4,4,11,6,42,9.664367542679656
90,DANI21,Black,84.6,71.0,3,8,8,40,8.426149773176359
91,ChippeRock,White,82.6,76.8,1,3,2,18,8.763560920082657
92,ChippeRock,Black,70.7,151.6,4,4,2,18,12.312595177297109
93,ChippeRock,White,89.1,71.4,2,10,9,50,8.449852069711044
94,josuers13,Black,76.2,168.9,3,6,7,28,12.996153277027783
95,lasced,White,85.9,82.3,4,19,7,67,9.071934744033381
96,Amin_Malik203,White,82.7,82.0,3,11,3,44,9.055385138137417
97,Amin_Malik203,Black,81.3,69.5,2,3,1,19,8.336666000266533
98,Liugo2022,Black,87.4,50.3,3,3,10,43,7.092249290598858
99,ramirezpiscina,Black,81.8,69.8,5,5,9,46,8.35463942968217
100,xyth,White,79.8,88.8,2,6,3,28,9.423375191511797
101,ferasnalomar,White,78.8,113.0,1,1,3,12,10.63014581273465
102,formiddleground,Black,89.6,66.8,5,7,12,58,8.17312669668102
103,carpena,White,74.3,132.9,1,5,1,11,11.52822622956368
104,tvh16,Black,80.6,103.7,3,3,3,31,10.183319694480774
105,BraBraIam,Black,81.4,125.6,2,1,3,16,11.20714058089752
106,blunderexmachina,White,78.2,104.7,8,14,11,65,10.232301793829187
107,sherifalnhas,Black,89.5,60.5,1,10,12,50,7.7781745930520225
108,iamchideyarufaro,White,79.9,88.2,2,2,4,16,9.391485505499118
109,LEARNING101ANDSOME,White,73.7,143.2,7,11,5,36,11.966620241321273
110,chessriddler,Black,82.2,72.1,6,0,8,34,8.491171886141512
111,Atlant9191,White,81.1,63.2,0,4,5,21,7.9498427657407165
112,minioo,Black,90.3,52.4,8,6,8,76,7.238784428341543
113,Vega13,Black,72.3,120.7,5,6,7,35,10.986355173577815
114,emilioayacucho,White,82.2,80.4,5,8,3,51,8.966604708583958
115,piter077,Black,85.1,72.3,2,6,4,31,8.502940667792526
116,bobby_niche,White,81.7,104.2,4,9,9,52,10.207840124139876
117,paggaio,White,84.7,68.7,2,5,8,49,8.28854631404084
118,Mysholov,Black,82.6,77.6,2,3,3,16,8.809086218218097
119,Klapperschlange,White,84.1,51.5,0,4,3,14,7.176350047203662
120,emi999,Black,82.8,114.2,4,3,2,14,10.686440005914037
121,BeaDie90,White,92.5,60.6,1,5,5,29,7.784600182411426
122,OogwayBelieves,Black,88.8,71.0,6,4,2,48,8.426149773176359
123,Mrjones327,White,89.9,32.5,0,1,0,13,5.70087712549569
124,CHECKMATE55USA,Black,96.1,30.6,2,7,4,68,5.531726674375733
125,Brun16,White,84.9,75.5,3,7,7,47,8.689073598491383
126,Mariano_Divio,White,79.3,123.6,6,9,7,54,11.117553687749837
127,Mariano_Divio,Black,87.9,68.1,4,4,7,44,8.252272414311102
128,NidzaJabuka,White,86.0,85.1,4,5,9,50,9.22496612459905
129,MohamadAlameddine,White,87.0,68.8,2,11,8,53,8.294576541331088
130,Vuma,White,85.3,51.6,1,1,1,13,7.183313998427188
131,WuLion,Black,74.2,96.6,3,5,2,19,9.828529900244492
132,WuLion,White,80.1,71.8,1,5,3,23,8.473488065725943
133,WuLion,Black,78.1,113.3,6,11,4,33,10.644247272588137
134,janekis,Black,67.9,170.2,10,5,7,37,13.046072205840346
135,chinedu522,White,81.2,93.8,3,2,3,24,9.6850400102426
136,Topadora33,White,86.0,58.7,0,8,6,33,7.661592523751182
137,HAMZA_BOUTCHICH,White,80.4,78.9,1,10,7,34,8.882567196480982
138,dark_angel_rinat,Black,90.3,33.0,3,5,6,90,5.744562646538029
139,casadr,Black,87.2,48.0,2,4,4,49,6.928203230275509
140,yarusskiysomnoybog,White,78.2,75.4,1,8,6,36,8.683317338436964
141,Conquer200,White,94.2,22.3,0,3,2,36,4.722287581247038
142,AttractorScott,Black,84.0,77.9,3,7,5,35,8.826097665446492
143,Expanding-Limits,Black,77.3,113.0,7,5,4,43,10.63014581273465
144,POL2100,White,92.2,46.5,3,2,4,50,6.819090848492928
145,POL2100,Black,79.4,135.4,9,5,5,37,11.636150566231086
146,POL2100,White,76.3,107.2,3,5,1,26,10.353743284435827
147,POL2100,Black,70.9,148.5,9,10,5,40,12.186057606953941
148,juskeepgoing,White,82.8,69.1,2,5,4,33,8.312640976248161
149,binenbojm,Black,78.8,99.6,2,2,5,17,9.979979959899719
150,binenbojm,White,77.2,93.5,4,15,7,57,9.669539802906858
151,binenbojm,Black,76.5,97.6,3,10,3,35,9.879271228182775
152,Ryobrishko,White,88.0,65.6,3,7,6,57,8.099382692526634
153,dochedi,Black,82.3,73.1,5,4,4,37,8.549853799919621
154,Lord_Gin,Black,77.2,115.6,9,9,15,55,10.75174404457249
155,jin_kafirrr,White,96.9,24.7,1,2,2,39,4.969909455915671
156,yoclaudiotarta,White,87.5,48.4,0,4,5,24,6.957010852370434
157,kng777,Black,83.5,95.9,3,1,3,33,9.792854537876073
158,BodiKneg,Black,81.8,69.9,3,6,7,36,8.360621986431392
159,ferdinand_dc,White,83.2,81.3,7,6,6,58,9.016651263079881
160,Shriku10,White,87.4,43.9,0,4,3,24,6.6257075093909785
161,AndreyNovosibirsk154,Black,76.8,134.2,8,2,4,24,11.584472366059664
162,kennyZed,Black,87.4,35.4,0,1,7,25,5.9497899122574065
163,BlackGinger,Black,80.7,87.2,3,2,4,25,9.338094023943002
164,BlackGinger,White,95.5,26.6,1,3,6,47,5.157518783291051
165,HUGORV,White,88.9,57.7,1,4,4,31,7.5960516059331775
166,pedrol751019,Black,79.1,73.4,3,8,8,38,8.567379996241558
167,MARQUET21,White,80.2,89.6,3,6,3,34,9.465727652959385
168,Nakcls,Black,81.1,107.0,5,12,8,41,10.344080432788601
169,YatTim,White,78.0,93.2,1,5,2,14,9.654014708917737
170,Rahsulaimon,Black,76.7,113.8,11,9,13,54,10.667708282475669
171,Phantomatee,White,82.9,48.5,0,4,4,23,6.96419413859206
172,X1LONY,White,86.2,65.0,2,5,7,40,8.06225774829855
173,Arhitector182,Black,81.0,99.1,3,2,3,18,9.954898291795853
174,NAJAZ,White,86.7,44.5,0,3,4,27,6.670832032063167
175,Jargalsaikhan_J,Black,81.5,62.7,2,2,3,18,7.918333157931662
176,JaquePsicologico,White,74.3,109.9,1,8,3,23,10.483320084782301
177,BellsDan,White,95.3,24.8,0,3,4,47,4.979959839195493
178,AgoeHalo,Black,81.7,72.5,5,7,9,51,8.514693182963201
179,Shupalov,Black,95.1,28.4,0,2,4,26,5.329165037789691
180,J_Bastian_Manurung,White,83.4,56.0,2,3,2,27,7.483314773547883
181,taparillo,Black,90.1,59.9,5,4,12,63,7.739509028355739
182,Matiur1981,Black,80.3,114.9,8,4,8,46,10.719141756689293
183,MaximChess2022,Black,76.9,89.8,5,6,4,38,9.476286192385707
184,GodsSign,Black,86.0,46.1,3,4,11,59,6.789698078707183
185,giedriusss,White,94.7,28.3,1,4,4,44,5.319774431308154
186,behnampr1356,Black,76.2,118.8,7,3,3,33,10.89954127475097
187,serzinjo,White,86.8,55.8,1,3,5,25,7.469939758793239
188,Rookilicious,White,88.3,75.9,2,3,3,29,8.712060605849802
189,inhumanitas,White,84.8,80.3,3,6,3,30,8.96102672688794
190,Lunatik20,Black,70.0,156.5,10,4,8,34,12.509996003196804
191,Kami778,Black,80.9,111.0,3,3,6,25,10.535653752852738
192,trimbita,White,76.4,160.6,7,6,3,36,12.67280552995271
193,rayonica,Black,77.4,153.2,1,1,0,8,12.37739875741264
194,nicoh1010,Black,82.8,78.4,4,8,9,44,8.854377448471462
195,mohamed_abdelrahman,White,83.4,79.6,2,6,3,28,8.921883209278185
196,nuikak,White,78.6,96.0,3,8,5,30,9.797958971132712
197,antonsoras,Black,80.2,94.0,6,7,4,42,9.695359714832659
198,Peeppo,White,87.9,55.6,1,2,4,26,7.4565407529228995
199,sokolski,Black,79.0,104.3,8,7,5,38,10.21273714534943
200,ittihat87,White,84.3,71.6,0,6,8,27,8.461678320522472
201,ittihat87,Black,79.3,95.7,5,4,3,29,9.78263768111648
202,TheChessFromBatasyon,Black,82.8,112.4,1,1,4,16,10.601886624558858
203,Idldl,Black,78.6,95.5,4,6,6,33,9.772410142846033
204,Brokula,White,96.3,19.3,0,0,3,23,4.39317652729776
205,chopper09,White,75.8,99.8,3,8,11,44,9.989994994993742
206,ronyregen,Black,72.7,182.3,8,0,3,24,13.501851724856113
207,ronyregen,White,84.4,94.8,2,4,1,24,9.736529155710468
208,ronyregen,Black,79.1,125.9,1,2,2,10,11.220516922138659
209,SBE2017,White,85.1,66.7,2,8,6,46,8.167006795638168
210,ami_01,Black,85.5,60.3,2,0,4,24,7.76530746332687
211,ami_01,White,85.8,72.8,1,4,6,26,8.532291603080617
212,mithungopi,Black,82.1,81.5,3,3,3,25,9.027735042633894
213,vinia111,White,79.8,47.8,0,2,3,12,6.913754406977442
214,yasser2018,Black,84.0,64.1,4,4,4,43,8.006247560499238
215,ju4n97,White,82.9,56.5,1,4,4,23,7.516648189186454
216,kalicheember,Black,85.6,76.6,6,6,5,48,8.752142594816426
217,Kings-indian100,White,94.2,36.0,0,6,11,57,6.0
218,chess4fun609,White,96.0,26.3,0,2,5,30,5.128352561983234
219,Not_master,Black,79.9,111.1,5,9,6,30,10.540398474441087
220,JoliePlayerN-1,Black,80.2,134.5,5,6,5,28,11.597413504743201
221,Zendrawasah,White,82.1,69.6,3,5,7,46,8.342661445845684
222,Rechie_14,Black,77.0,146.3,9,3,10,41,12.095453691366853
223,Jolondo,Black,83.2,55.9,1,4,3,26,7.476630257007497
224,ZoaoPindos3,Black,82.9,97.3,6,9,5,48,9.864076236526156
225,Nikona83,White,81.5,97.6,3,8,6,40,9.879271228182775
226,Ruslan_Valriyevich_1,Black,86.1,41.0,1,3,3,26,6.4031242374328485
227,cuernitaarmani,White,84.7,74.6,2,11,11,57,8.637129152675673
228,Rzqabazyd,White,78.2,116.3,3,5,1,27,10.784247771634329
229,ouGeY,Black,78.1,95.8,6,3,4,32,9.787747442593725
230,euchawechana,White,92.4,42.3,0,7,5,39,6.5038450166036395
231,Master_Messina,White,87.3,32.2,0,2,2,17,5.674504383644443
232,Q-sneaky,Black,68.2,197.1,12,5,1,40,14.039230748157108
233,yadop-paceda,Black,74.7,109.5,9,8,4,47,10.464224768228174
234,noobmaster2024,White,88.5,56.8,1,4,6,30,7.536577472566709
235,CursosEnriquez,White,74.7,102.2,1,12,9,29,10.10940156488009
236,Quarki02,Black,85.2,61.7,7,6,9,66,7.854934754662192
237,colonoscopig,Black,79.5,94.8,3,3,2,20,9.736529155710468
238,Ika001,White,74.4,126.1,2,9,3,26,11.229425630903835
239,Your__Father,White,83.8,58.6,0,6,3,21,7.655063683601855
240,ari_etc,White,74.0,146.1,4,11,13,41,12.087183294713455
241,attila9,Black,90.0,40.6,2,1,4,34,6.371812928829597
242,lorraineprecious,White,93.4,27.0,0,3,1,25,5.196152422706632
243,aevdokimov1234,Black,84.2,120.7,3,6,2,25,10.986355173577815
244,maximuscamelot,White,91.8,46.7,0,9,2,41,6.833739825307955
245,BachM,Black,78.3,106.5,3,4,7,28,10.319883720275147
246,pieknotka123,Black,93.6,17.1,0,0,1,12,4.135214625627067
247,timofeevvp,White,81.9,67.7,2,4,3,29,8.228000972289685
248,Ardavehasan,Black,79.7,87.4,5,2,10,33,9.348796714016196
249,Bharathk6,White,79.3,96.0,2,5,2,23,9.797958971132712
250,KaizerSTRONG,White,83.5,72.8,2,4,4,37,8.532291603080617
251,Pilau,White,78.7,115.8,1,3,2,12,10.761040841851685
252,lungson,Black,86.5,85.2,4,10,2,39,9.23038460737146
253,AhmedSharks,Black,86.0,64.3,4,5,3,42,8.018728078691781
254,Hermes3000,White,83.3,53.7,1,8,3,44,7.328028384224504
255,AgentHering,Black,84.9,44.1,0,2,3,15,6.640783086353597
256,gozzo_gausemer,White,88.6,56.5,0,7,8,32,7.516648189186454
257,NotAQueen123,White,85.9,35.3,0,1,1,7,5.941380311005179
258,KI_Averbach,White,85.0,58.5,1,4,5,34,7.648529270389178
259,sagunar,Black,76.9,94.6,7,4,3,29,9.726253132630262
260,PASTORET2020,White,85.6,42.1,0,2,0,9,6.488451279003334
261,rgtrdr,Black,83.7,82.6,2,5,3,24,9.08845421400141
262,caglarmeker,White,78.1,92.1,2,6,7,33,9.596874491208062
263,gurocan,Black,77.0,127.4,5,3,5,22,11.28716084761797
264,SoulHunter96,White,90.5,42.8,1,3,2,26,6.54217089351845
265,vibert,White,79.1,69.5,1,7,6,33,8.336666000266533
266,cheshirecats,White,87.0,72.9,1,11,6,36,8.538149682454625
267,ardaakayy,Black,88.0,66.3,3,2,3,27,8.142481194328912
268,ardaakayy,White,80.5,61.9,0,2,1,7,7.867655305108378
269,Zunaid258,Black,84.9,46.2,0,3,0,13,6.797058187186572
270,Muzafferm,White,76.6,137.5,6,10,3,41,11.726039399558575
271,Travmire,Black,91.1,31.3,0,1,5,25,5.594640292279746
272,Saurabh_Kushwah,White,79.3,84.8,2,2,3,22,9.20869154657707
273,ACP6315,Black,80.7,74.9,3,3,4,22,8.654478609367523
274,ZuriBru,White,87.4,47.2,0,4,5,24,6.870225614927067
275,Sobolev1971,Black,77.0,120.2,4,2,3,26,10.963576058932597
276,AttractionSacrifice,Black,74.9,107.3,4,5,4,26,10.358571330062848
277,miteto108,Black,85.4,61.3,2,3,9,39,7.829431652425353
278,miteto108,White,78.1,100.0,3,11,3,46,10.0
279,georgebiason06,White,81.1,82.6,1,7,5,27,9.08845421400141
280,Inside0906,White,81.2,94.8,4,8,7,41,9.736529155710468
281,Inside0906,Black,84.3,109.4,4,8,11,35,10.459445491994305
282,Inside0906,White,82.6,59.6,1,3,3,22,7.720103626247513
283,Inside0906,Black,78.1,143.7,7,11,8,40,11.987493482792805
284,Inside0906,White,72.9,94.1,1,4,3,14,9.70051545022222
285,Inside0906,Black,82.5,55.9,3,2,5,29,7.476630257007497
286,Inside0906,White,76.5,88.3,2,3,6,21,9.396807968666806
287,Inside0906,Black,76.4,109.1,4,4,0,17,10.445094542415593
288,Inside0906,White,68.4,151.5,1,4,1,10,12.30853362509117
289,langfel10,Black,81.2,82.6,8,4,3,47,9.08845421400141
290,siavash123456,White,90.4,38.1,0,5,5,35,6.172519744804386
291,casasbenamaurel,Black,80.1,81.8,3,2,4,26,9.044335243676011
292,regloh75,White,79.5,85.5,0,11,5,27,9.246621004453464
293,evgeniy-mukhin,Black,88.9,66.4,7,4,6,56,8.148619514985345
294,perebla,White,83.9,66.7,1,7,3,40,8.167006795638168
295,Manbearpanda92,White,78.2,126.8,1,2,0,10,11.260550608207398
296,Alisaleh909,Black,84.9,76.0,6,4,6,42,8.717797887081348
297,Alisaleh909,White,82.8,125.0,4,6,3,28,11.180339887498949
298,Alisaleh909,Black,72.0,222.6,8,2,3,33,14.919785521246611
299,exantas,White,95.4,20.1,0,2,4,45,4.483302354291979
300,exantas,Black,94.3,20.1,0,1,1,23,4.483302354291979
301,Some0guy,White,82.9,75.8,1,8,8,36,8.706319543871567
302,andrei_pogorelchuk,White,79.3,97.8,3,5,3,25,9.889388252060893
303,assens1986,Black,85.9,60.8,1,3,4,20,7.797435475847171
304,Guayrexy,Black,81.4,100.2,6,1,5,24,10.009995004993758
305,criquet84,White,77.9,111.5,2,8,1,25,10.559356040971437
306,X_Jie,White,86.4,66.6,1,3,1,18,8.160882305241266
307,waleed12345,Black,77.4,126.9,2,2,2,15,11.264990013311152
308,MARIOPARTY823,Black,78.2,98.1,6,6,7,35,9.904544411531507
309,Hermes_Chess,Black,86.5,69.8,2,3,10,39,8.35463942968217
310,Hermes_Chess,White,92.9,31.4,0,4,3,36,5.60357029044876
311,GLENNMMORTEL,Black,79.8,101.2,1,3,2,19,10.059821071967434
312,Natan_Melo,White,87.5,79.9,1,6,4,36,8.938679992034618
313,Natan_Melo,Black,79.5,142.0,3,1,4,19,11.916375287812984
314,Fadl,White,76.5,80.3,1,5,4,21,8.96102672688794
315,tlesmana,White,91.8,58.3,1,3,7,36,7.635443667528429
